code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_clicks,average_score,assessment_count,active_weeks
0,1,123044,1,8,0,5,1,0,60,0,2,2041.0,71.4,5.0,35.0
0,1,127582,0,1,0,5,0,0,180,0,2,1321.0,69.6,5.0,30.0
0,1,129955,1,11,0,6,0,0,60,0,3,1888.0,81.0,6.0,22.0
0,1,132976,0,0,2,9,1,0,120,0,2,520.0,67.4,5.0,20.0
0,1,134143,0,7,0,10,1,0,60,0,0,2732.0,84.4,5.0,39.0
0,1,135335,0,0,2,3,0,0,180,0,3,73.0,0.0,0.0,7.0
0,1,135400,0,7,2,10,1,0,60,1,3,610.0,53.142857142857146,7.0,22.0
0,1,137873,1,9,0,5,1,0,60,0,2,5528.0,80.2,5.0,37.0
0,1,141355,0,1,0,4,0,0,240,0,2,1823.0,72.6,5.0,34.0
0,1,141377,1,9,0,10,0,0,345,0,3,756.0,48.833333333333336,6.0,19.0
0,1,142326,0,4,0,6,1,0,60,0,2,2121.0,73.6,5.0,34.0
0,1,144801,0,8,1,9,1,0,60,0,2,5645.0,68.8,5.0,41.0
0,1,145130,1,9,1,7,0,0,120,0,2,452.0,54.4,5.0,22.0
0,1,146188,0,11,0,3,0,0,60,1,1,597.0,50.0,5.0,18.0
0,1,147756,1,4,2,7,0,0,120,0,1,1718.0,68.66666666666667,9.0,38.0
0,1,147793,0,4,2,9,0,0,90,0,3,155.0,52.0,1.0,7.0
0,1,148993,0,5,0,4,1,0,60,1,3,3812.0,79.5,8.0,41.0
0,1,151358,0,3,0,9,0,0,150,0,2,270.0,50.0,5.0,13.0
0,1,155550,1,3,0,1,1,0,420,0,2,1529.0,67.0,5.0,29.0
0,1,155854,0,1,0,3,1,0,60,0,2,4003.0,79.8,5.0,41.0
0,1,155984,0,0,2,8,0,0,60,0,3,2645.0,78.14285714285714,7.0,38.0
0,1,157568,0,9,0,10,0,0,60,0,2,1405.0,70.6,5.0,29.0
0,1,159954,1,1,0,5,1,0,60,0,3,2062.0,68.2,5.0,33.0
0,1,164259,1,6,0,8,0,0,60,0,2,466.0,71.8,5.0,26.0
0,1,167906,0,12,0,5,1,0,60,0,2,1510.0,69.4,5.0,33.0
0,1,168936,0,11,2,2,1,0,60,0,2,745.0,66.4,5.0,26.0
0,1,172112,1,2,1,0,1,0,60,0,2,1939.0,69.6,5.0,33.0
0,1,172797,0,2,0,0,1,0,60,0,2,1782.0,61.4,5.0,35.0
0,1,174782,1,0,1,10,2,0,60,0,2,6318.0,80.4,5.0,39.0
0,1,175392,1,4,1,0,1,0,60,0,2,4447.0,82.4,5.0,41.0
0,1,175932,1,5,1,8,1,0,60,0,2,2016.0,78.2,5.0,37.0
0,1,175991,0,5,0,9,0,0,180,0,1,138.0,37.6,5.0,13.0
0,1,180753,1,9,0,4,0,0,120,0,2,2012.0,53.4,5.0,40.0
0,1,181316,0,9,0,9,1,0,120,0,3,487.0,76.0,1.0,10.0
0,1,183096,0,9,0,7,0,0,60,0,2,1975.0,54.0,5.0,35.0
0,1,183947,1,3,0,2,0,0,180,0,2,964.0,49.0,5.0,27.0
0,1,184271,1,9,1,9,1,0,170,0,2,1312.0,59.8,5.0,35.0
0,1,185439,1,3,1,2,0,0,120,0,1,427.0,74.0,1.0,7.0
0,1,186149,1,6,1,4,1,0,60,0,2,2136.0,76.0,5.0,38.0
0,1,187100,1,7,0,6,1,0,60,0,0,8562.0,89.2,5.0,39.0
0,1,188278,1,12,0,8,1,0,120,0,3,4497.0,71.66666666666667,6.0,41.0
0,1,189879,1,6,0,10,0,0,120,0,2,1541.0,79.4,5.0,33.0
0,1,192183,0,9,2,10,0,0,60,0,2,3219.0,68.4,5.0,37.0
0,1,195262,1,3,0,10,0,0,60,0,3,1905.0,50.0,1.0,25.0
0,1,200860,1,3,2,6,1,0,60,0,2,534.0,54.4,5.0,33.0
0,1,202635,0,10,0,4,0,0,60,0,3,1418.0,66.66666666666667,3.0,17.0
0,1,205350,1,9,1,9,1,0,60,0,2,1665.0,72.2,5.0,36.0
0,1,205719,1,0,0,5,0,0,90,1,1,333.0,56.666666666666664,3.0,20.0
0,1,227499,0,3,0,2,1,0,60,0,0,2953.0,83.6,5.0,37.0
0,1,227517,1,2,1,0,0,0,180,0,1,1205.0,62.6,5.0,31.0
0,1,228082,1,3,1,7,0,0,60,0,2,227.0,72.4,5.0,25.0
0,1,228222,1,1,2,6,0,0,60,0,2,445.0,61.8,5.0,21.0
0,1,229179,1,11,0,3,0,0,60,0,2,614.0,66.0,5.0,30.0
0,1,229361,1,1,0,6,0,0,60,0,2,1215.0,78.0,5.0,40.0
0,1,231554,1,3,0,5,0,0,240,0,2,1839.0,67.75,4.0,30.0
0,1,235507,1,12,0,10,0,0,240,0,3,1257.0,57.833333333333336,6.0,39.0
0,1,236284,1,6,4,10,0,0,60,0,2,732.0,78.0,5.0,23.0
0,1,238007,1,8,1,10,2,0,60,0,2,1935.0,79.2,5.0,36.0
0,1,240712,1,3,1,9,0,0,80,0,2,321.0,75.8,5.0,13.0
0,1,240884,1,8,0,10,0,0,120,0,2,427.0,58.4,5.0,23.0
0,1,241649,1,0,1,10,1,0,60,0,2,1892.0,78.8,5.0,40.0
0,1,241729,0,1,1,7,1,0,60,0,1,1829.0,58.6,5.0,36.0
0,1,242793,1,3,1,3,1,0,60,0,2,658.0,77.4,5.0,31.0
0,1,246834,1,9,0,10,1,0,60,0,2,1174.0,55.6,5.0,26.0
0,1,248270,1,5,2,3,0,0,90,0,2,1969.0,78.4,5.0,40.0
0,1,255548,1,10,2,3,1,0,60,0,2,2580.0,71.4,5.0,39.0
0,1,256815,1,5,1,2,0,0,120,0,2,1481.0,76.8,5.0,34.0
0,1,258392,0,11,2,4,0,0,60,0,2,844.0,58.8,5.0,22.0
0,1,258894,0,0,2,8,1,0,60,0,2,4963.0,64.8,5.0,38.0
0,1,260355,0,3,0,9,1,0,60,0,3,426.0,57.5,3.0,21.0
0,1,262011,1,1,0,3,1,0,60,0,2,1066.0,71.0,5.0,28.0
0,1,262934,0,5,0,4,1,0,60,0,2,2407.0,76.6,5.0,39.0
0,1,268073,1,0,0,2,1,0,90,0,1,3210.0,74.6,5.0,37.0
0,1,268733,1,0,0,4,0,0,180,0,3,191.0,43.0,2.0,14.0
0,1,271251,1,6,0,9,1,0,60,0,2,3348.0,76.4,5.0,39.0
0,1,277880,0,7,0,7,0,0,60,0,3,2028.0,67.66666666666667,6.0,27.0
0,1,279572,1,3,2,5,0,0,60,0,0,1183.0,79.2,5.0,29.0
0,1,281022,0,6,0,4,0,0,150,0,2,492.0,73.4,5.0,22.0
0,1,281250,1,10,2,8,1,0,60,0,1,130.0,55.4,5.0,12.0
0,1,281589,1,5,1,4,0,0,60,0,1,59.0,0.0,0.0,5.0
0,1,282821,1,9,0,4,1,0,60,0,2,1961.0,60.6,5.0,31.0
0,1,286488,1,7,0,10,1,0,60,0,2,1046.0,71.0,5.0,30.0
0,1,287548,1,0,0,10,0,0,120,0,2,483.0,67.8,5.0,29.0
0,1,290201,1,10,0,3,0,0,60,0,2,1740.0,70.4,5.0,35.0
0,1,290757,1,5,0,4,0,0,60,0,2,652.0,75.0,5.0,16.0
0,1,291334,1,7,0,10,1,0,60,0,0,5231.0,83.6,5.0,41.0
0,1,292923,0,7,0,10,1,0,180,0,3,0.0,0.0,0.0,0.0
0,1,293699,1,1,0,8,0,0,120,0,2,187.0,46.75,4.0,14.0
0,1,294570,1,7,1,10,2,0,60,0,2,1775.0,78.2,5.0,37.0
0,1,294594,1,7,0,10,0,0,60,0,2,865.0,52.8,5.0,34.0
0,1,295741,1,7,0,5,1,0,240,0,1,3099.0,71.0,17.0,40.0
0,1,296332,1,8,4,10,2,0,60,0,0,2152.0,86.8,5.0,36.0
0,1,298696,0,7,1,9,0,0,60,0,2,514.0,80.8,5.0,29.0
0,1,300398,1,11,0,4,1,0,60,0,2,1997.0,78.8,5.0,38.0
0,1,302302,0,0,0,5,0,0,60,0,1,513.0,58.666666666666664,3.0,15.0
0,1,305152,1,5,0,8,0,0,60,0,1,146.0,64.0,1.0,9.0
0,1,305386,1,11,0,8,0,0,120,1,2,1277.0,78.0,5.0,32.0
0,1,305539,0,10,2,9,0,0,120,0,3,68.0,0.0,0.0,2.0
0,1,306107,1,11,0,6,1,0,120,0,2,987.0,58.2,5.0,33.0
0,1,306466,1,0,0,10,1,0,60,0,2,1220.0,82.0,5.0,36.0
0,1,306897,0,3,0,2,0,0,60,0,2,2742.0,62.6,5.0,39.0
0,1,307061,0,1,1,2,0,0,60,0,2,1081.0,81.2,5.0,38.0
0,1,307866,1,11,0,8,0,0,60,0,2,1476.0,60.0,4.0,34.0
0,1,311917,1,9,0,7,2,0,120,0,2,2230.0,59.2,5.0,38.0
0,1,312537,1,8,4,10,2,0,60,0,0,12882.0,87.8,5.0,41.0
0,1,312782,1,8,0,10,0,0,60,0,2,281.0,61.8,5.0,28.0
0,1,318933,0,0,1,9,0,0,120,0,2,1281.0,66.6,5.0,35.0
0,1,319047,0,1,0,6,0,0,60,0,2,6589.0,78.4,5.0,41.0
0,1,321942,1,8,1,10,2,0,60,0,2,10083.0,80.4,5.0,41.0
0,1,324002,1,0,1,5,1,0,60,0,2,1901.0,80.4,5.0,36.0
0,1,324084,0,9,0,2,1,0,60,0,2,1961.0,57.6,5.0,35.0
0,1,324282,1,7,0,10,0,0,120,0,2,133.0,61.2,5.0,26.0
0,1,331358,0,8,1,10,1,0,60,0,3,6588.0,84.66666666666667,6.0,40.0
0,1,332789,0,0,0,7,1,0,60,0,2,1655.0,74.4,5.0,34.0
0,1,333059,1,6,0,3,0,0,120,0,2,301.0,65.8,5.0,18.0
0,1,333323,1,6,1,9,0,0,60,0,2,648.0,74.4,5.0,24.0
0,1,334259,0,3,0,6,0,0,150,0,1,332.0,53.0,2.0,15.0
0,1,334333,0,9,0,1,0,0,240,1,3,303.0,36.0,1.0,11.0
0,1,335764,0,7,0,3,0,0,60,0,3,3928.0,86.875,8.0,42.0
0,1,336207,1,0,0,10,0,0,120,0,2,1316.0,68.2,5.0,36.0
0,1,339972,1,4,0,9,0,0,60,0,2,333.0,49.8,5.0,21.0
0,1,341872,1,0,2,5,0,0,180,0,1,201.0,64.2,5.0,17.0
0,1,342007,0,11,1,8,0,0,60,0,3,3178.0,82.33333333333333,6.0,38.0
0,1,342514,1,6,2,6,2,0,60,0,2,1950.0,77.2,5.0,34.0
0,1,342972,1,12,1,1,0,0,60,0,2,838.0,60.4,5.0,36.0
0,1,343446,1,2,1,8,1,0,120,0,2,3644.0,78.4,5.0,40.0
0,1,344282,1,12,0,2,0,0,60,0,1,65.0,49.2,5.0,15.0
0,1,345068,1,0,0,7,0,0,180,1,2,547.0,78.0,5.0,22.0
0,1,345357,1,12,0,4,0,0,60,0,0,2219.0,80.4,5.0,37.0
0,1,346025,1,0,0,6,0,0,120,0,2,569.0,82.4,5.0,36.0
0,1,346843,0,6,1,6,1,0,120,0,1,164.0,0.0,0.0,4.0
0,1,350188,1,5,1,9,1,0,60,0,2,761.0,73.8,5.0,30.0
0,1,354858,1,8,1,10,1,0,120,0,3,198.0,0.0,0.0,3.0
0,1,357668,1,12,0,2,0,0,60,0,1,166.0,57.0,3.0,15.0
0,1,364177,1,0,2,8,1,0,60,0,1,821.0,69.0,4.0,24.0
0,1,365244,0,3,0,1,0,0,120,0,2,891.0,56.4,5.0,28.0
0,1,365642,1,0,2,2,1,0,60,0,2,2129.0,70.0,5.0,40.0
0,1,366483,1,9,1,5,0,0,60,0,2,1465.0,76.8,5.0,34.0
0,1,368194,0,9,0,6,0,0,120,1,2,437.0,50.4,5.0,20.0
0,1,368824,1,10,1,6,1,0,120,0,1,292.0,55.6,5.0,17.0
0,1,368963,1,12,2,1,0,0,180,0,2,677.0,66.4,5.0,28.0
0,1,376439,1,4,1,0,0,0,60,0,0,2342.0,87.0,5.0,37.0
0,1,376581,0,8,0,9,1,0,60,0,2,2333.0,72.8,5.0,33.0
0,1,380953,1,1,0,9,0,0,60,0,2,1062.0,67.8,5.0,32.0
0,1,383254,1,12,0,10,0,0,120,0,2,543.0,75.6,5.0,29.0
0,1,386924,1,2,2,0,0,0,120,0,2,164.0,67.8,5.0,21.0
0,1,386952,1,12,0,8,0,0,120,0,2,910.0,68.0,5.0,41.0
0,1,388722,0,3,2,9,1,0,60,0,2,671.0,63.8,5.0,30.0
0,1,388885,1,9,0,10,1,0,60,0,2,875.0,60.6,5.0,26.0
0,1,390890,1,6,0,1,0,0,90,0,3,997.0,68.625,8.0,34.0
0,1,392756,1,11,0,8,0,0,120,0,1,363.0,45.0,5.0,25.0
0,1,392931,0,5,0,6,1,0,120,0,2,3003.0,68.4,5.0,40.0
0,1,393207,1,5,0,7,0,0,60,0,2,876.0,74.2,5.0,29.0
0,1,396872,1,12,1,6,0,0,180,0,2,996.0,61.4,5.0,27.0
0,1,398552,1,12,2,10,0,0,240,0,1,1183.0,46.4,5.0,35.0
0,1,401869,0,7,2,9,0,0,60,0,2,955.0,65.0,5.0,34.0
0,1,402470,1,9,2,6,1,0,60,0,2,1445.0,72.6,5.0,34.0
0,1,404804,1,10,2,3,1,0,120,0,2,509.0,43.8,5.0,14.0
0,1,405088,1,4,0,3,0,0,120,0,2,1388.0,77.2,5.0,30.0
0,1,405961,1,6,0,10,0,0,240,1,3,0.0,0.0,0.0,0.0
0,1,414117,1,12,0,6,0,0,120,0,2,807.0,76.4,5.0,35.0
0,1,415969,1,11,1,1,1,0,90,0,3,1417.0,59.666666666666664,6.0,21.0
0,1,420087,1,6,0,5,0,0,60,1,1,342.0,76.0,3.0,12.0
0,1,429958,0,5,0,8,0,0,60,0,2,411.0,58.4,5.0,15.0
0,1,441018,0,7,0,8,0,0,150,0,2,646.0,59.8,5.0,27.0
0,1,441888,1,3,0,3,0,0,120,0,2,739.0,70.6,5.0,20.0
0,1,442442,1,9,1,9,0,0,120,0,3,1009.0,40.5,2.0,21.0
0,1,444677,1,3,1,4,0,0,60,0,0,1241.0,87.6,5.0,39.0
0,1,470588,1,7,1,10,1,0,60,0,3,842.0,79.33333333333333,3.0,16.0
0,1,489455,0,9,0,3,0,0,60,0,2,2832.0,70.6,5.0,38.0
0,1,494424,0,4,0,9,0,0,60,0,1,58.0,0.0,0.0,2.0
0,1,495284,1,7,1,9,0,0,120,0,2,901.0,66.6,5.0,32.0
0,1,498857,1,5,1,9,1,0,60,0,2,998.0,73.0,5.0,33.0
0,1,508818,1,3,0,5,0,0,120,0,2,1129.0,71.8,5.0,25.0
0,1,512460,1,7,1,10,0,0,120,0,2,521.0,72.4,5.0,24.0
0,1,544103,1,5,1,5,0,0,120,0,2,2328.0,81.0,5.0,35.0
0,1,550383,1,7,1,7,0,0,60,0,2,910.0,72.0,5.0,26.0
0,1,564450,1,11,1,9,0,0,120,0,1,224.0,59.2,5.0,21.0
0,1,568601,0,6,1,4,0,0,60,0,3,488.0,81.5,2.0,11.0
0,1,572652,1,11,1,8,0,0,120,0,2,780.0,73.2,5.0,22.0
0,1,580389,1,2,1,10,0,0,120,0,2,1271.0,71.4,5.0,23.0
0,1,581129,1,0,0,4,0,0,120,0,1,194.0,40.0,2.0,13.0
0,1,588775,1,9,0,10,0,0,120,0,2,7067.0,82.8,5.0,41.0
0,1,591774,1,8,4,10,1,0,60,0,2,605.0,76.2,5.0,21.0
0,1,603861,1,4,1,0,2,0,60,0,3,1105.0,63.0,10.0,32.0
0,1,606143,1,6,4,10,1,0,60,0,1,406.0,66.0,2.0,15.0
0,1,704156,1,8,1,10,2,0,120,0,2,3064.0,66.0,5.0,37.0
0,1,705379,1,11,0,7,2,0,120,0,0,5680.0,80.8,5.0,41.0
0,1,721259,0,8,2,6,2,0,120,0,3,4108.0,65.0,2.0,19.0
0,1,749412,1,8,2,8,2,0,60,0,2,4007.0,72.0,5.0,38.0
0,1,760729,1,11,0,7,2,0,60,0,0,7288.0,81.2,5.0,41.0
0,1,905042,0,0,0,10,1,0,60,0,2,3004.0,76.4,5.0,37.0
0,1,949618,0,9,0,6,1,0,60,0,2,1357.0,61.8,5.0,37.0
0,1,958987,1,5,1,5,1,0,60,0,2,1216.0,77.2,5.0,39.0
0,1,968578,0,0,0,5,1,0,60,0,2,870.0,72.0,5.0,31.0
0,1,969076,1,9,0,9,1,0,180,0,3,1980.0,59.75,4.0,27.0
0,1,971027,0,11,1,10,1,0,60,0,2,3098.0,68.0,5.0,39.0
0,1,978739,1,8,1,10,1,0,60,0,2,5988.0,56.6,5.0,39.0
0,1,1035023,0,3,2,4,1,0,60,0,2,1896.0,70.0,5.0,38.0
0,1,1105478,1,6,1,9,2,0,60,0,2,1695.0,82.6,5.0,40.0
0,1,1352868,1,12,0,3,1,0,60,0,3,1732.0,68.57142857142857,7.0,38.0
0,1,1401935,1,11,0,8,1,0,60,0,1,240.0,35.0,2.0,15.0
0,1,1402638,0,1,1,4,1,0,60,0,2,910.0,75.2,5.0,31.0
0,1,1414443,0,12,0,2,1,0,120,0,1,1907.0,59.0,2.0,28.0
0,1,1456619,1,9,0,10,1,0,60,0,3,1173.0,63.0,1.0,14.0
0,1,1465690,1,11,1,5,1,0,120,0,2,3460.0,81.8,5.0,37.0
0,1,1472925,0,0,2,5,1,0,60,1,1,1462.0,61.9,10.0,29.0
0,1,1488959,1,3,0,8,1,0,60,0,2,3493.0,61.8,5.0,36.0
0,1,1518989,0,7,2,9,1,0,60,0,2,4202.0,73.0,5.0,38.0
0,1,1618738,1,3,2,10,1,0,60,0,2,723.0,79.6,5.0,14.0
0,1,1620151,1,8,1,10,1,0,60,0,1,998.0,77.5,2.0,20.0
0,1,1626710,1,5,0,7,1,0,60,0,0,6025.0,84.6,5.0,41.0
0,1,1640609,1,11,0,4,1,0,60,0,2,5061.0,85.0,5.0,40.0
0,1,1686521,0,5,2,6,1,0,60,0,3,643.0,68.0,1.0,7.0
0,1,1729319,0,6,1,5,1,0,60,0,2,2756.0,78.2,5.0,36.0
0,1,1746134,1,0,0,7,1,0,60,0,2,1759.0,83.8,5.0,30.0
0,1,1758449,1,8,2,4,1,0,75,0,3,2756.0,61.0,2.0,17.0
0,1,1763015,0,6,0,2,1,0,60,0,3,420.0,0.0,0.0,1.0
0,1,1765788,1,7,1,8,2,0,60,0,2,7057.0,66.2,5.0,40.0
0,1,1801229,1,2,1,0,1,0,60,0,2,1443.0,76.8,5.0,26.0
0,1,1801641,1,6,0,4,1,0,60,0,2,459.0,77.4,5.0,24.0
0,1,1847830,1,9,2,5,1,0,60,0,2,6518.0,71.0,5.0,41.0
0,1,1860318,1,9,2,5,1,0,300,1,2,5975.0,62.6,5.0,40.0
0,1,1889511,1,12,0,6,1,0,60,0,2,1754.0,72.0,5.0,32.0
0,1,1889577,0,8,0,8,1,0,60,1,2,931.0,73.6,5.0,33.0
0,1,1894188,0,1,0,9,0,0,60,0,2,4294.0,70.4,5.0,35.0
0,1,1938355,1,8,0,10,1,0,60,0,2,1992.0,73.0,5.0,40.0
0,1,1942396,0,0,2,5,1,0,120,1,2,470.0,53.6,5.0,26.0
0,1,1970390,1,11,2,1,1,0,60,0,3,14759.0,83.6,10.0,43.0
0,1,1976139,1,2,2,6,1,0,120,0,2,1216.0,67.25,4.0,29.0
0,1,2011876,0,0,0,10,0,0,60,1,2,1401.0,76.0,5.0,33.0
0,1,2012966,1,5,2,4,1,0,60,0,2,519.0,78.4,5.0,25.0
0,1,2051699,0,9,2,8,1,0,60,0,2,1734.0,66.6,5.0,31.0
0,1,2062879,0,0,0,7,0,0,60,0,1,2386.0,61.2,5.0,37.0
0,1,2065691,1,3,0,4,1,0,330,1,3,1430.0,35.666666666666664,3.0,14.0
0,1,2073016,0,3,2,4,1,0,60,0,3,1022.0,58.857142857142854,7.0,27.0
0,1,2080474,0,8,0,10,1,0,60,0,2,1146.0,69.6,5.0,34.0
0,1,2083877,0,11,0,1,0,0,120,0,2,685.0,67.8,5.0,29.0
0,1,2084066,0,9,2,6,1,0,60,0,1,1967.0,59.75,4.0,27.0
0,1,2104505,1,11,2,1,1,0,60,0,2,701.0,65.6,5.0,26.0
0,1,2122180,0,5,2,9,1,0,60,0,0,4712.0,82.4,5.0,37.0
0,1,2139353,1,3,0,6,1,0,120,0,3,2388.0,66.5,8.0,37.0
0,1,2143752,0,8,2,8,1,0,60,0,2,1888.0,52.6,5.0,32.0
0,1,2146792,1,5,1,3,2,0,60,0,2,2385.0,70.0,5.0,39.0
0,1,2149225,1,6,0,8,1,0,60,1,3,319.0,0.0,0.0,4.0
0,1,2153153,0,12,0,5,0,0,60,0,2,3385.0,62.2,5.0,35.0
0,1,2155014,0,11,2,9,0,0,60,1,2,1454.0,73.8,5.0,30.0
0,1,2164705,0,5,0,5,0,0,120,0,1,231.0,70.0,1.0,7.0
0,1,2171627,0,12,0,4,1,0,60,0,2,1346.0,69.0,5.0,38.0
0,1,2182846,0,3,0,8,1,0,60,0,2,4214.0,66.0,5.0,40.0
0,1,2194100,0,0,0,6,1,0,60,0,2,1401.0,67.2,5.0,32.0
0,1,2197016,0,5,1,4,1,0,60,0,2,1455.0,75.6,5.0,31.0
0,1,2208424,1,6,0,3,0,0,60,0,2,1080.0,71.2,5.0,31.0
0,1,2229865,0,11,0,2,1,0,60,0,2,3236.0,76.4,5.0,37.0
0,1,2255601,0,8,0,9,1,0,120,0,3,2543.0,54.5,2.0,26.0
0,1,2268379,0,1,0,3,0,0,60,0,2,1685.0,83.0,5.0,37.0
0,1,2278464,1,8,2,4,1,0,60,0,2,307.0,51.4,5.0,21.0
0,1,2293923,1,8,0,10,0,0,150,0,2,303.0,61.2,5.0,14.0
0,1,2312620,0,1,1,3,1,0,60,0,3,1129.0,32.0,3.0,21.0
0,1,2318055,1,10,0,10,1,0,60,0,3,1726.0,75.8,5.0,31.0
0,1,2324976,0,6,1,10,1,0,60,0,3,0.0,0.0,0.0,0.0
0,1,2329342,0,0,2,5,1,0,120,0,2,565.0,57.2,5.0,19.0
0,1,2339528,0,3,2,5,0,0,60,0,0,593.0,80.0,5.0,16.0
0,1,2342426,1,12,2,3,1,0,60,0,1,1814.0,73.2,5.0,35.0
0,1,2344901,0,12,0,7,0,0,60,0,1,445.0,51.5,4.0,18.0
0,1,2358056,0,4,1,0,0,0,60,0,1,1588.0,67.8,5.0,37.0
0,1,2358969,0,0,0,8,0,0,180,0,3,2106.0,69.0,6.0,39.0
0,1,2364471,0,6,1,10,0,0,60,1,2,7182.0,83.4,5.0,41.0
0,1,2365101,1,7,1,3,0,0,300,0,3,0.0,0.0,0.0,0.0
0,1,2367155,0,0,0,9,0,0,120,0,2,2148.0,75.6,5.0,38.0
0,1,2369266,0,3,2,8,1,0,60,0,2,2146.0,50.6,5.0,32.0
0,1,2376496,0,1,0,3,0,0,120,0,2,749.0,73.4,5.0,29.0
0,1,2391984,1,8,0,10,0,0,60,0,3,818.0,73.0,4.0,21.0
0,1,2411661,0,8,0,9,0,0,120,0,1,574.0,46.8,5.0,12.0
0,1,2411778,1,6,1,3,0,0,120,0,3,1497.0,80.0,2.0,15.0
0,1,2412002,1,9,2,6,1,0,90,0,0,3344.0,82.8,5.0,41.0
0,1,2412967,0,8,0,9,1,0,60,0,2,2458.0,77.6,5.0,37.0
0,1,2429854,1,3,0,2,1,0,120,1,3,953.0,51.0,1.0,18.0
0,1,2437837,0,4,0,4,0,0,60,0,2,2684.0,74.4,5.0,39.0
0,1,2449878,0,1,0,4,0,0,60,0,2,622.0,60.6,5.0,21.0
0,1,2456480,1,6,2,9,1,0,120,0,1,183.0,24.666666666666668,3.0,13.0
0,1,2457256,1,8,2,9,1,0,180,0,2,1611.0,70.0,5.0,33.0
0,1,2458355,1,3,2,9,1,0,60,0,2,4187.0,90.6,5.0,40.0
0,1,2460080,1,6,1,10,2,0,60,0,2,3424.0,78.8,5.0,40.0
0,1,2461190,1,8,1,8,2,0,60,0,1,967.0,56.0,2.0,18.0
0,1,2469673,0,12,2,3,1,0,60,0,1,523.0,44.5,4.0,23.0
0,1,2470694,0,6,1,6,2,0,60,0,3,3115.0,67.0,2.0,41.0
0,1,2479954,1,5,0,5,0,0,60,0,2,323.0,79.6,5.0,28.0
0,1,2481901,1,10,2,9,1,0,60,0,2,1949.0,75.8,5.0,34.0
