code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,total_clicks,average_score,assessment_count,active_weeks,AI_Resilience_Score,Resilience_Level,Recommended_Intervention
0,1,147793,0,4,2,9,0,0,90,0,3,155.0,52.0,1.0,7.0,25.51381651702085,Very Low,Immediate counseling and academic support
0,1,148993,0,5,0,4,1,0,60,1,3,3812.0,79.5,8.0,41.0,62.58726047428834,Moderate,AI skill workshops and regular practice
0,1,151358,0,3,0,9,0,0,150,0,2,270.0,50.0,5.0,13.0,30.42542317732899,Very Low,Immediate counseling and academic support
0,1,155550,1,3,0,1,1,0,420,0,2,1529.0,67.0,5.0,29.0,47.407706822676815,Low,Mentoring and personalized study plan
0,1,155854,0,1,0,3,1,0,60,0,2,4003.0,79.8,5.0,41.0,61.23361403510808,Moderate,AI skill workshops and regular practice
0,1,155984,0,0,2,8,0,0,60,0,3,2645.0,78.14285714285714,7.0,38.0,58.948846874795,Low,Mentoring and personalized study plan
0,1,157568,0,9,0,10,0,0,60,0,2,1405.0,70.6,5.0,29.0,48.76103899111993,Low,Mentoring and personalized study plan
0,1,159954,1,1,0,5,1,0,60,0,3,2062.0,68.2,5.0,33.0,50.58582010689513,Low,Mentoring and personalized study plan
0,1,164259,1,6,0,8,0,0,60,0,2,466.0,71.8,5.0,26.0,46.84055380080262,Low,Mentoring and personalized study plan
0,1,167906,0,12,0,5,1,0,60,0,2,1510.0,69.4,5.0,33.0,50.68000846964193,Low,Mentoring and personalized study plan
0,1,168936,0,11,2,2,1,0,60,0,2,745.0,66.4,5.0,26.0,44.875556421805584,Low,Mentoring and personalized study plan
0,1,172112,1,2,1,0,1,0,60,0,2,1939.0,69.6,5.0,33.0,51.0598512094637,Low,Mentoring and personalized study plan
0,1,172797,0,2,0,0,1,0,60,0,2,1782.0,61.4,5.0,35.0,48.832909249441116,Low,Mentoring and personalized study plan
0,1,174782,1,0,1,10,2,0,60,0,2,6318.0,80.4,5.0,39.0,61.928855837870515,Moderate,AI skill workshops and regular practice
0,1,175392,1,4,1,0,1,0,60,0,2,4447.0,82.4,5.0,41.0,62.58394078681175,Moderate,AI skill workshops and regular practice
0,1,175932,1,5,1,8,1,0,60,0,2,2016.0,78.2,5.0,37.0,56.87925053247287,Low,Mentoring and personalized study plan
0,1,175991,0,5,0,9,0,0,180,0,1,138.0,37.6,5.0,13.0,25.373163872768444,Very Low,Immediate counseling and academic support
0,1,180753,1,9,0,4,0,0,120,0,2,2012.0,53.4,5.0,40.0,48.700640842482656,Low,Mentoring and personalized study plan
0,1,181316,0,9,0,9,1,0,120,0,3,487.0,76.0,1.0,10.0,37.090048693184755,Very Low,Immediate counseling and academic support
0,1,183096,0,9,0,7,0,0,60,0,2,1975.0,54.0,5.0,35.0,46.00780353565464,Low,Mentoring and personalized study plan
0,1,183947,1,3,0,2,0,0,180,0,2,964.0,49.0,5.0,27.0,38.650018344118244,Very Low,Immediate counseling and academic support
0,1,184271,1,9,1,9,1,0,170,0,2,1312.0,59.8,5.0,35.0,47.86441021047554,Low,Mentoring and personalized study plan
0,1,185439,1,3,1,2,0,0,120,0,1,427.0,74.0,1.0,7.0,34.5039265991456,Very Low,Immediate counseling and academic support
0,1,186149,1,6,1,4,1,0,60,0,2,2136.0,76.0,5.0,38.0,56.66451797636511,Low,Mentoring and personalized study plan
0,1,187100,1,7,0,6,1,0,60,0,0,8562.0,89.2,5.0,39.0,67.01726401539977,Moderate,AI skill workshops and regular practice
0,1,188278,1,12,0,8,1,0,120,0,3,4497.0,71.66666666666667,6.0,41.0,58.86126844546563,Low,Mentoring and personalized study plan
0,1,189879,1,6,0,10,0,0,120,0,2,1541.0,79.4,5.0,33.0,54.70167542753116,Low,Mentoring and personalized study plan
0,1,192183,0,9,2,10,0,0,60,0,2,3219.0,68.4,5.0,37.0,53.80006828539965,Low,Mentoring and personalized study plan
0,1,195262,1,3,0,10,0,0,60,0,3,1905.0,50.0,1.0,25.0,36.402067515643296,Very Low,Immediate counseling and academic support
0,1,200860,1,3,2,6,1,0,60,0,2,534.0,54.4,5.0,33.0,43.99784876319427,Low,Mentoring and personalized study plan
0,1,202635,0,10,0,4,0,0,60,0,3,1418.0,66.66666666666667,3.0,17.0,39.14861904394249,Very Low,Immediate counseling and academic support
0,1,205350,1,9,1,9,1,0,60,0,2,1665.0,72.2,5.0,36.0,53.652529305599664,Low,Mentoring and personalized study plan
0,1,205719,1,0,0,5,0,0,90,1,1,333.0,56.666666666666664,3.0,20.0,36.13446156433145,Very Low,Immediate counseling and academic support
0,1,227499,0,3,0,2,1,0,60,0,0,2953.0,83.6,5.0,37.0,59.69415180802764,Low,Mentoring and personalized study plan
0,1,227517,1,2,1,0,0,0,180,0,1,1205.0,62.6,5.0,31.0,46.58404286370262,Low,Mentoring and personalized study plan
0,1,228082,1,3,1,7,0,0,60,0,2,227.0,72.4,5.0,25.0,46.33211319598078,Low,Mentoring and personalized study plan
0,1,228222,1,1,2,6,0,0,60,0,2,445.0,61.8,5.0,21.0,39.91889943998193,Very Low,Immediate counseling and academic support
0,1,229179,1,11,0,3,0,0,60,0,2,614.0,66.0,5.0,30.0,46.94957744671934,Low,Mentoring and personalized study plan
0,1,229361,1,1,0,6,0,0,60,0,2,1215.0,78.0,5.0,40.0,57.9835903444921,Low,Mentoring and personalized study plan
0,1,231554,1,3,0,5,0,0,240,0,2,1839.0,67.75,4.0,30.0,47.970057464691926,Low,Mentoring and personalized study plan
0,1,235507,1,12,0,10,0,0,240,0,3,1257.0,57.833333333333336,6.0,39.0,49.90059784797177,Low,Mentoring and personalized study plan
0,1,236284,1,6,4,10,0,0,60,0,2,732.0,78.0,5.0,23.0,47.762284231663,Low,Mentoring and personalized study plan
0,1,238007,1,8,1,10,2,0,60,0,2,1935.0,79.2,5.0,36.0,56.6412415194735,Low,Mentoring and personalized study plan
0,1,240712,1,3,1,9,0,0,80,0,2,321.0,75.8,5.0,13.0,40.78106881772739,Low,Mentoring and personalized study plan
0,1,240884,1,8,0,10,0,0,120,0,2,427.0,58.4,5.0,23.0,39.709109323398096,Very Low,Immediate counseling and academic support
0,1,241649,1,0,1,10,1,0,60,0,2,1892.0,78.8,5.0,40.0,58.776768747427624,Low,Mentoring and personalized study plan
0,1,241729,0,1,1,7,1,0,60,0,1,1829.0,58.6,5.0,36.0,48.327154502174885,Low,Mentoring and personalized study plan
0,1,242793,1,3,1,3,1,0,60,0,2,658.0,77.4,5.0,31.0,52.12172589707673,Low,Mentoring and personalized study plan
0,1,246834,1,9,0,10,1,0,60,0,2,1174.0,55.6,5.0,26.0,40.85539916162736,Low,Mentoring and personalized study plan
0,1,248270,1,5,2,3,0,0,90,0,2,1969.0,78.4,5.0,40.0,58.67058667508795,Low,Mentoring and personalized study plan
0,1,255548,1,10,2,3,1,0,60,0,2,2580.0,71.4,5.0,39.0,55.716240076905976,Low,Mentoring and personalized study plan
0,1,256815,1,5,1,2,0,0,120,0,2,1481.0,76.8,5.0,34.0,54.20113472884085,Low,Mentoring and personalized study plan
0,1,258392,0,11,2,4,0,0,60,0,2,844.0,58.8,5.0,22.0,39.57916950487716,Very Low,Immediate counseling and academic support
0,1,258894,0,0,2,8,1,0,60,0,2,4963.0,64.8,5.0,38.0,54.16040474903679,Low,Mentoring and personalized study plan
0,1,260355,0,3,0,9,1,0,60,0,3,426.0,57.5,3.0,21.0,37.11419112016966,Very Low,Immediate counseling and academic support
0,1,262011,1,1,0,3,1,0,60,0,2,1066.0,71.0,5.0,28.0,48.10270497375224,Low,Mentoring and personalized study plan
0,1,262934,0,5,0,4,1,0,60,0,2,2407.0,76.6,5.0,39.0,57.67532447320162,Low,Mentoring and personalized study plan
0,1,268073,1,0,0,2,1,0,90,0,1,3210.0,74.6,5.0,37.0,56.273777878270515,Low,Mentoring and personalized study plan
0,1,268733,1,0,0,4,0,0,180,0,3,191.0,43.0,2.0,14.0,26.544459873112114,Very Low,Immediate counseling and academic support
0,1,271251,1,6,0,9,1,0,60,0,2,3348.0,76.4,5.0,39.0,58.25302148525825,Low,Mentoring and personalized study plan
0,1,277880,0,7,0,7,0,0,60,0,3,2028.0,67.66666666666667,6.0,27.0,47.396065205987234,Low,Mentoring and personalized study plan
0,1,279572,1,3,2,5,0,0,60,0,0,1183.0,79.2,5.0,29.0,52.04587561526811,Low,Mentoring and personalized study plan
0,1,281022,0,6,0,4,0,0,150,0,2,492.0,73.4,5.0,22.0,45.1731446927157,Low,Mentoring and personalized study plan
0,1,281250,1,10,2,8,1,0,60,0,1,130.0,55.4,5.0,12.0,31.906177050927575,Very Low,Immediate counseling and academic support
0,1,281589,1,5,1,4,0,0,60,0,1,59.0,0.0,0.0,5.0,2.9482138575881085,Very Low,Immediate counseling and academic support
0,1,282821,1,9,0,4,1,0,60,0,2,1961.0,60.6,5.0,31.0,46.312437062549385,Low,Mentoring and personalized study plan
0,1,286488,1,7,0,10,1,0,60,0,2,1046.0,71.0,5.0,30.0,49.25151698891748,Low,Mentoring and personalized study plan
0,1,287548,1,0,0,10,0,0,120,0,2,483.0,67.8,5.0,29.0,46.996621727447035,Low,Mentoring and personalized study plan
0,1,290201,1,10,0,3,0,0,60,0,2,1740.0,70.4,5.0,35.0,52.40355401617185,Low,Mentoring and personalized study plan
0,1,290757,1,5,0,4,0,0,60,0,2,652.0,75.0,5.0,16.0,42.43660205976584,Low,Mentoring and personalized study plan
0,1,291334,1,7,0,10,1,0,60,0,0,5231.0,83.6,5.0,41.0,63.61190514117134,Moderate,AI skill workshops and regular practice
0,1,292923,0,7,0,10,1,0,180,0,3,0.0,0.0,0.0,0.0,0.0,Very Low,Immediate counseling and academic support
0,1,293699,1,1,0,8,0,0,120,0,2,187.0,46.75,4.0,14.0,29.113092708038845,Very Low,Immediate counseling and academic support
0,1,294570,1,7,1,10,2,0,60,0,2,1775.0,78.2,5.0,37.0,56.71080740823733,Low,Mentoring and personalized study plan
0,1,294594,1,7,0,10,0,0,60,0,2,865.0,52.8,5.0,34.0,44.170591307558304,Low,Mentoring and personalized study plan
0,1,295741,1,7,0,5,1,0,240,0,1,3099.0,71.0,17.0,40.0,62.92895366542767,Moderate,AI skill workshops and regular practice
0,1,296332,1,8,4,10,2,0,60,0,0,2152.0,86.8,5.0,36.0,59.83291022469803,Low,Mentoring and personalized study plan
0,1,298696,0,7,1,9,0,0,60,0,2,514.0,80.8,5.0,29.0,52.218288685336255,Low,Mentoring and personalized study plan
0,1,300398,1,11,0,4,1,0,60,0,2,1997.0,78.8,5.0,38.0,57.687366132926364,Low,Mentoring and personalized study plan
0,1,302302,0,0,0,5,0,0,60,0,1,513.0,58.666666666666664,3.0,15.0,34.15329296272797,Very Low,Immediate counseling and academic support
0,1,305152,1,5,0,8,0,0,60,0,1,146.0,64.0,1.0,9.0,31.470316807566135,Very Low,Immediate counseling and academic support
0,1,305386,1,11,0,8,0,0,120,1,2,1277.0,78.0,5.0,32.0,53.37576146957286,Low,Mentoring and personalized study plan
0,1,305539,0,10,2,9,0,0,120,0,3,68.0,0.0,0.0,2.0,1.2103182182056087,Very Low,Immediate counseling and academic support
0,1,306107,1,11,0,6,1,0,120,0,2,987.0,58.2,5.0,33.0,45.83446592202705,Low,Mentoring and personalized study plan
0,1,306466,1,0,0,10,1,0,60,0,2,1220.0,82.0,5.0,36.0,57.26150361977055,Low,Mentoring and personalized study plan
0,1,306897,0,3,0,2,0,0,60,0,2,2742.0,62.6,5.0,39.0,52.30946740523028,Low,Mentoring and personalized study plan
0,1,307061,0,1,1,2,0,0,60,0,2,1081.0,81.2,5.0,38.0,58.007142474006216,Low,Mentoring and personalized study plan
0,1,307866,1,11,0,8,0,0,60,0,2,1476.0,60.0,4.0,34.0,46.94192577249927,Low,Mentoring and personalized study plan
0,1,311917,1,9,0,7,2,0,120,0,2,2230.0,59.2,5.0,38.0,50.01021778415824,Low,Mentoring and personalized study plan
0,1,312537,1,8,4,10,2,0,60,0,0,12882.0,87.8,5.0,41.0,70.63945013505567,Moderate,AI skill workshops and regular practice
0,1,312782,1,8,0,10,0,0,60,0,2,281.0,61.8,5.0,28.0,43.87404168526719,Low,Mentoring and personalized study plan
0,1,318933,0,0,1,9,0,0,120,0,2,1281.0,66.6,5.0,35.0,50.562743252586316,Low,Mentoring and personalized study plan
0,1,319047,0,1,0,6,0,0,60,0,2,6589.0,78.4,5.0,41.0,62.48105768354423,Moderate,AI skill workshops and regular practice
0,1,321942,1,8,1,10,2,0,60,0,2,10083.0,80.4,5.0,41.0,65.72313351789685,Moderate,AI skill workshops and regular practice
0,1,324002,1,0,1,5,1,0,60,0,2,1901.0,80.4,5.0,36.0,57.09747775920791,Low,Mentoring and personalized study plan
0,1,324084,0,9,0,2,1,0,60,0,2,1961.0,57.6,5.0,35.0,47.438018457898224,Low,Mentoring and personalized study plan
0,1,324282,1,7,0,10,0,0,120,0,2,133.0,61.2,5.0,26.0,42.36780873702487,Low,Mentoring and personalized study plan
0,1,331358,0,8,1,10,1,0,60,0,3,6588.0,84.66666666666667,6.0,40.0,64.9413443529625,Moderate,AI skill workshops and regular practice
0,1,332789,0,0,0,7,1,0,60,0,2,1655.0,74.4,5.0,34.0,53.36274926667065,Low,Mentoring and personalized study plan
0,1,333059,1,6,0,3,0,0,120,0,2,301.0,65.8,5.0,18.0,39.674066879404265,Very Low,Immediate counseling and academic support
0,1,333323,1,6,1,9,0,0,60,0,2,648.0,74.4,5.0,24.0,46.844969113961675,Low,Mentoring and personalized study plan
0,1,334259,0,3,0,6,0,0,150,0,1,332.0,53.0,2.0,15.0,31.224404933638993,Very Low,Immediate counseling and academic support
0,1,334333,0,9,0,1,0,0,240,1,3,303.0,36.0,1.0,11.0,21.542840162937566,Very Low,Immediate counseling and academic support
0,1,335764,0,7,0,3,0,0,60,0,3,3928.0,86.875,8.0,42.0,66.19973218167875,Moderate,AI skill workshops and regular practice
0,1,336207,1,0,0,10,0,0,120,0,2,1316.0,68.2,5.0,36.0,51.80860129581458,Low,Mentoring and personalized study plan
0,1,339972,1,4,0,9,0,0,60,0,2,333.0,49.8,5.0,21.0,35.04061881793057,Very Low,Immediate counseling and academic support
0,1,341872,1,0,2,5,0,0,180,0,1,201.0,64.2,5.0,17.0,38.382778118021186,Very Low,Immediate counseling and academic support
0,1,342007,0,11,1,8,0,0,60,0,3,3178.0,82.33333333333333,6.0,38.0,60.46185495414067,Moderate,AI skill workshops and regular practice
0,1,342514,1,6,2,6,2,0,60,0,2,1950.0,77.2,5.0,34.0,54.68893483368096,Low,Mentoring and personalized study plan
0,1,342972,1,12,1,1,0,0,60,0,2,838.0,60.4,5.0,36.0,48.354510783845335,Low,Mentoring and personalized study plan
0,1,343446,1,2,1,8,1,0,120,0,2,3644.0,78.4,5.0,40.0,59.84130133523122,Low,Mentoring and personalized study plan
0,1,344282,1,12,0,2,0,0,60,0,1,65.0,49.2,5.0,15.0,31.124932379284388,Very Low,Immediate counseling and academic support
0,1,345068,1,0,0,7,0,0,180,1,2,547.0,78.0,5.0,22.0,47.05158606961594,Low,Mentoring and personalized study plan
0,1,345357,1,12,0,4,0,0,60,0,0,2219.0,80.4,5.0,37.0,57.90113415994098,Low,Mentoring and personalized study plan
0,1,346025,1,0,0,6,0,0,120,0,2,569.0,82.4,5.0,36.0,56.96649750409696,Low,Mentoring and personalized study plan
0,1,346843,0,6,1,6,1,0,120,0,1,164.0,0.0,0.0,4.0,2.44020659192406,Very Low,Immediate counseling and academic support
0,1,350188,1,5,1,9,1,0,60,0,2,761.0,73.8,5.0,30.0,50.17232076316176,Low,Mentoring and personalized study plan
0,1,354858,1,8,1,10,1,0,120,0,3,198.0,0.0,0.0,3.0,1.8825750033524455,Very Low,Immediate counseling and academic support
0,1,357668,1,12,0,2,0,0,60,0,1,166.0,57.0,3.0,15.0,33.24409615452714,Very Low,Immediate counseling and academic support
0,1,364177,1,0,2,8,1,0,60,0,1,821.0,69.0,4.0,24.0,44.27017043195175,Low,Mentoring and personalized study plan
0,1,365244,0,3,0,1,0,0,120,0,2,891.0,56.4,5.0,28.0,42.14039150179697,Low,Mentoring and personalized study plan
0,1,365642,1,0,2,2,1,0,60,0,2,2129.0,70.0,5.0,40.0,55.42241613516132,Low,Mentoring and personalized study plan
0,1,366483,1,9,1,5,0,0,60,0,2,1465.0,76.8,5.0,34.0,54.18995178283351,Low,Mentoring and personalized study plan
0,1,368194,0,9,0,6,0,0,120,1,2,437.0,50.4,5.0,20.0,34.77191261814105,Very Low,Immediate counseling and academic support
0,1,368824,1,10,1,6,1,0,120,0,1,292.0,55.6,5.0,17.0,35.006381123437926,Very Low,Immediate counseling and academic support
0,1,368963,1,12,2,1,0,0,180,0,2,677.0,66.4,5.0,28.0,45.99081959894882,Low,Mentoring and personalized study plan
0,1,376439,1,4,1,0,0,0,60,0,0,2342.0,87.0,5.0,37.0,60.6271030573724,Moderate,AI skill workshops and regular practice
0,1,376581,0,8,0,9,1,0,60,0,2,2333.0,72.8,5.0,33.0,52.615231254894425,Low,Mentoring and personalized study plan
0,1,380953,1,1,0,9,0,0,60,0,2,1062.0,67.8,5.0,32.0,49.14549063259924,Low,Mentoring and personalized study plan
0,1,383254,1,12,0,10,0,0,120,0,2,543.0,75.6,5.0,29.0,50.158557774974554,Low,Mentoring and personalized study plan
0,1,386924,1,2,2,0,0,0,120,0,2,164.0,67.8,5.0,21.0,42.12249895072805,Low,Mentoring and personalized study plan
0,1,386952,1,12,0,8,0,0,120,0,2,910.0,68.0,5.0,41.0,54.3518107850644,Low,Mentoring and personalized study plan
0,1,388722,0,3,2,9,1,0,60,0,2,671.0,63.8,5.0,30.0,46.109416691870486,Low,Mentoring and personalized study plan
0,1,388885,1,9,0,10,1,0,60,0,2,875.0,60.6,5.0,26.0,42.646417858115214,Low,Mentoring and personalized study plan
0,1,390890,1,6,0,1,0,0,90,0,3,997.0,68.625,8.0,34.0,52.1999934692617,Low,Mentoring and personalized study plan
0,1,392756,1,11,0,8,0,0,120,0,1,363.0,45.0,5.0,25.0,35.46716823704317,Very Low,Immediate counseling and academic support
0,1,392931,0,5,0,6,1,0,120,0,2,3003.0,68.4,5.0,40.0,55.393284560812205,Low,Mentoring and personalized study plan
0,1,393207,1,5,0,7,0,0,60,0,2,876.0,74.2,5.0,29.0,49.8313028387523,Low,Mentoring and personalized study plan
0,1,396872,1,12,1,6,0,0,180,0,2,996.0,61.4,5.0,27.0,43.63238423613292,Low,Mentoring and personalized study plan
0,1,398552,1,12,2,10,0,0,240,0,1,1183.0,46.4,5.0,35.0,42.41424770829137,Low,Mentoring and personalized study plan
0,1,401869,0,7,2,9,0,0,60,0,2,955.0,65.0,5.0,34.0,49.113495378849585,Low,Mentoring and personalized study plan
0,1,402470,1,9,2,6,1,0,60,0,2,1445.0,72.6,5.0,34.0,52.495973100324335,Low,Mentoring and personalized study plan
0,1,404804,1,10,2,3,1,0,120,0,2,509.0,43.8,5.0,14.0,28.69386378215083,Very Low,Immediate counseling and academic support
0,1,405088,1,4,0,3,0,0,120,0,2,1388.0,77.2,5.0,30.0,51.97055245982435,Low,Mentoring and personalized study plan
0,1,405961,1,6,0,10,0,0,240,1,3,0.0,0.0,0.0,0.0,0.0,Very Low,Immediate counseling and academic support
0,1,414117,1,12,0,6,0,0,120,0,2,807.0,76.4,5.0,35.0,54.151448477118926,Low,Mentoring and personalized study plan
0,1,415969,1,11,1,1,1,0,90,0,3,1417.0,59.666666666666664,6.0,21.0,40.28064436230872,Low,Mentoring and personalized study plan
0,1,420087,1,6,0,5,0,0,60,1,1,342.0,76.0,3.0,12.0,39.22292251409624,Very Low,Immediate counseling and academic support
0,1,429958,0,5,0,8,0,0,60,0,2,411.0,58.4,5.0,15.0,35.04676358669309,Very Low,Immediate counseling and academic support
0,1,441018,0,7,0,8,0,0,150,0,2,646.0,59.8,5.0,27.0,42.74775729222239,Low,Mentoring and personalized study plan
0,1,441888,1,3,0,3,0,0,120,0,2,739.0,70.6,5.0,20.0,43.062990724029575,Low,Mentoring and personalized study plan
0,1,442442,1,9,1,9,0,0,120,0,3,1009.0,40.5,2.0,21.0,30.185955429597776,Very Low,Immediate counseling and academic support
0,1,444677,1,3,1,4,0,0,60,0,0,1241.0,87.6,5.0,39.0,61.2603672829168,Moderate,AI skill workshops and regular practice
0,1,470588,1,7,1,10,1,0,60,0,3,842.0,79.33333333333333,3.0,16.0,43.23130430550775,Low,Mentoring and personalized study plan
